gene,annotation
1104|08322,domain-containing protein
1104|08323,class iv
1104|08324,bnr asp-box repeat domain protein
1104|08325,mfs nicotinic acid transporter protein
1104|08326,zn 2cys6 transcription factor
1104|08327,cupin 2 conserved barrel domain protein
1104|08328,tannase and feruloyl esterase
1104|08329,dihydrodipicolinate synthetase family protein
1104|08330,f-box domain protein
1104|08331,het domain-containing protein
1104|08332,glutaminase
1104|08333,hypothetical protein CGLO_02524
1104|08334,acyl- transferase carnitine dehydratase
1104|08335,hypothetical protein CGLO_10526
1104|08336,major facilitator superfamily transporter
1104|08337,alpha-ketoglutarate-dependent taurine dioxygenase
1104|08338,60s ribosomal protein l20
1104|08339,ophd encodes a permease for phthalate transporter
1104|08340,3-hydroxyisobutyrate dehydrogenase
1104|08341,helicase associated domain-containing protein
1104|08342,multidrug resistance-associated abc transporter
1104|08343,and ankyrin domain protein
1104|08344,hypothetical protein CFIO01_01979
1104|08345,small nucleolar ribonucleoprotein complex subunit
1104|08346,phytanoyl- dioxygenase
1104|08347,sam-dependent methyltransferase
1104|08348,pex19 protein family
1104|08349,glutamine synthetase
1104|08350,benzoate 4-monooxygenase cytochrome p450
1104|08351,pre-mrna splicing factor
1104|08352,abc1 family protein
1104|08353,cytochrome p450 17a1
1104|08354,hypothetical protein CGGC5_10117
1104|08355,hypothetical protein CGLO_14705
1104|08356,domain-containing protein
1104|08357,proteasome a-type and b-type
1104|08358,conidiation protein 6
1104|08359,guanyl-specific ribonuclease f1
1104|08360,conserved serine proline-rich protein
1104|08361,sis domain-containing protein
1104|08362,"epoxide hydrolase, putative"
1104|08363,short-chain dehydrogenase reductase sdr
1104|08364,amp-binding enzyme
1104|08365,sumo-conjugating enzyme ubc9
1104|08366,hypothetical protein CGGC5_10103
1104|08367,proteasome subunit alpha type 6
1104|08368,hypothetical protein CGGC5_10096
1104|08369,hypothetical protein CGLO_08022
1104|08370,asparagine synthase
1104|08371,integral membrane protein
1104|08372,cap22 protein
1104|08373,longiborneol synthase
1104|08374,outer mitochondrial membrane protein porin
1104|08375,ankyrin repeat protein
1104|08376,hypothetical protein CGGC5_10091
1104|08377,heterokaryon incompatibility protein
1104|08378,---NA---
1104|08379,major facilitator superfamily transporter
1104|08380,---NA---
1104|08381,copper amine oxidase
1104|08382,rna recognition domain-containing protein
1104|08383,dsba oxidoreductase
1104|08384,cellobiose dehydrogenase
1104|08385,dihydrodipicolinate synthase
1104|08386,glycoside hydrolase family 43
1104|08387,4-aminobutyrate aminotransferase
1104|08388,nucleoside-diphosphate-sugar epimerase
1104|08389,nfx1-type zinc finger-containing protein 1
1104|08390,s15 family peptidase
1104|08391,pectin lyase
1104|08392,aldehyde dehydrogenase
1104|08393,tat pathway signal sequence
1104|08394,fmn-dependent dehydrogenase family protein
1104|08395,methyltransferase domain-containing protein
1104|08396,hypothetical protein CGGC5_10148
1104|08397,duf636 domain protein
1104|08398,sam dependent
1104|08399,methyltransferase domain-containing protein
1104|08400,hypothetical protein CGGC5_12581
1104|08401,amidohydrolase family protein
1104|08402,glycosyl hydrolase family 61
1104|08403,dj-1 family protein
1104|08404,nucleoside-diphosphate-sugar epimerase
1104|08405,glutamine synthetase
1104|08406,tol protein
1104|08407,recombination protein rad52
1104|08408,white collar-2
1104|08409,prolyl 4-hydroxylase alpha
1104|08410,tyrosine phosphatase
1104|08411,c6 transcription factor
1104|08412,proline-specific permease
1104|08413,thioesterase family protein
1104|08414,hypothetical protein Cob_06594
1104|08415,heterokaryon incompatibility protein
1104|08416,hypothetical protein FOYG_17226
1104|08417,sts1_colgm ame: full=tethering factor for nuclear proteasome sts1
1104|08418,hypothetical protein CGLO_03792
1104|08419,hypothetical protein CGLO_09120
1104|08420,---NA---
1104|08421,bacterial alpha-l-rhamnosidase domain protein
1104|08422,hypothetical protein CGGC5_12575
1104|08423,cutinase transcription factor 1 alpha
1104|08424,het domain-containing protein
1104|08425,extracellular serine-threonine rich protein
1104|08426,acetamidase
1104|08427,amidohydrolase
1104|08428,integral membrane protein
1104|08429,yhl026c-like protein
1104|08430,major facilitator superfamily general substrate transporter
1104|08431,hypothetical protein CGLO_08859
1104|08432,gnat family
1104|08433,fungal specific transcription factor
1104|08434,glucooligosaccharide oxidase
1104|08435,conserved uncharacterized protein
1104|08436,calcineurin is a calcium-dependent
1104|08437,short-chain dehydrogenase reductase family
1104|08438,major facilitator superfamily transporter
1104|08439,nad dependent epimerase dehydratase
1104|08440,ankyrin repeat protein
1104|08441,aldo keto
1104|08442,integral membrane protein
1104|08443,dihydrodipicolinate synthase
1104|08444,negative acting factor
1104|08445,hypothetical protein CGLO_08864
1104|08446,c6 zinc finger domain-containing protein
1104|08447,ankyrin and het domain protein
1104|08448,major facilitator superfamily transporter
1104|08449,saponin hydrolase precursor
1104|08450,glycosyl hydrolase family 61
1104|08451,c6 zinc finger domain protein
1104|08452,beta-glucosidase 1b
1104|08453,flavonol synthase flavanone 3-hydroxylase
1104|08454,gmc oxidoreductase
1104|08455,pectinesterase precursor
1104|08456,zinc finger transcription factor 1
1104|08457,hypothetical protein CGGC5_11101
1104|08458,class v chitinase chi100
1104|08459,toxin biosynthesis protein
1104|08460,sugar transporter
1104|08461,ligninase h2 precursor
1104|08462,methionine synthase vitamin-b12 independent
1104|08463,mfs alpha-glucoside transporter
1104|08464,nitrosoguanidine resistance protein
1104|08465,succinate- ligase
1104|08466,catechol dioxygenase
1104|08467,major facilitator superfamily transporter
1104|08468,mitochondrial chaperone bcs1
1104|08469,nad-dependent deacetylase sirtuin-7
1104|08470,extracellular exo-polygalacturonase
1104|08471,succinyl- synthetase beta
1104|08472,heterokaryon incompatibility protein
1104|08473,ankyrin repeat domain containing protein
1104|08474,methyltransferase type partial
1104|08475,methyltransferase domain-containing protein
1104|08476,dicarboxylic amino acid permease
1104|08477,ribosome assembly protein 4
1104|08478,hypothetical protein CGGC5_11081
1104|08479,hypothetical protein CGGC5_8688
1104|08480,hypothetical protein CGGC5_15363
1104|08481,integral membrane protein
1104|08482,het domain partial
1104|08483,glycosyl hydrolase family 71
1104|08484,lovastatin nonaketide synthase
1104|08485,xaa-pro aminopeptidase family enzyme
1104|08486,acid trehalase
1104|08487,lipoyltransferase and lipoate-protein ligase
1104|08488,cytochrome p450
1104|08489,chorismate synthase
1104|08490,hypothetical protein CGLO_06897
1104|08491,duf341 family
1104|08492,hypothetical protein CGGC5_11225
1104|08493,c2h2 transcription factor
1104|08494,glycosyl hydrolase family 47
1104|08495,tannase and feruloyl esterase
1104|08496,glycosyltransferase family 28 domain-containing protein
1104|08497,rieske domain-containing protein
1104|08498,cytochrome p450 71b25
1104|08499,hypothetical protein CGLO_16191
1104|08500,fad binding domain-containing protein
1104|08501,isoflavone reductase
1104|08502,hypothetical protein CGGC5_6845
1104|08503,cytochrome p450
1104|08504,hypothetical protein CGGC5_6848
1104|08505,transcription factor
1104|08506,hypothetical protein CGGC5_12576
1104|08507,---NA---
1104|08508,lipase 3
1104|08509,hypothetical protein CGLO_08474
1104|08510,golgi transport complex component cog5-like protein
1104|08511,sentrin-specific protease 2-like protein
1104|08512,tim barrel metal-dependent hydrolase
1104|08513,hypothetical protein GLRG_02860
1104|08514,hypothetical protein CGGC5_6844
1104|08515,hypothetical protein CGGC5_14882
1104|08516,hypothetical protein CGGC5_6846
1104|08517,squalene-hopene cyclase
1104|08518,cytochrome p450
1104|08519,succinate dehydrogenase fumarate flavoprotein subunit
1104|08520,hypothetical protein CGLO_00116
1104|08521,fluconazole resistance protein 1
1104|08522,hypothetical protein CGLO_07489
1104|08523,cytochrome p450 oxidoreductase
1104|08524,putative transposase
1104|08525,parasitic phase-specific protein psp-1
1104|08526,---NA---
1104|08527,hypothetical protein CGGC5_6849
1104|08528,methyltransferase domain-containing protein
1104|08529,hypothetical protein CGGC5_6849
1104|08530,hypothetical protein CGGC5_11226
1104|08531,gdsl-like lipase acylhydrolase
1104|08532,cyclopentanone -monooxygenase
1104|08533,glycosyl hydrolase family 18
1104|08534,6-phosphogluconate decarboxylating
1104|08535,zinc-binding dehydrogenase
1104|08536,c6 transcription factor
1104|08537,hypothetical protein CGGC5_5661
1104|08538,nadh:flavin oxidoreductase nadh oxidase
1104|08539,fad binding domain protein
1104|08540,---NA---
1104|08541,hypothetical protein CGGC5_6098
1104|08542,hypothetical protein CGLO_01318
1104|08543,hypothetical protein CFIO01_07160
1104|08544,---NA---
1104|08545,heterokaryon incompatibility protein het-6-like protein
1104|08546,hypothetical protein CGLO_15529
1104|08547,glycosyl hydrolase family 11
1104|08548,integral membrane family protein
1104|08549,---NA---
1104|08550,peptidase c14 caspase domain
1104|08551,hypothetical protein BBAD15_g12203
1104|08552,secreted protein
1104|08553,hypothetical protein CGGC5_6801
1104|08554,---NA---
1104|08555,hypothetical protein CGGC5_6804
1104|08556,hypothetical protein CGLO_03223
1104|08557,hypothetical protein CGLO_00699
1104|08558,zip zinc transporter
1104|08559,heterokaryon incompatibility protein
1104|08560,hypothetical protein CGGC5_6807
1104|08561,serine protease
1104|08562,secreted protein
1104|08563,c6 zinc finger domain containing protein
1104|08564,tol protein
1104|08565,hypothetical protein CGGC5_6805
1104|08566,hypothetical protein CGGC5_6833
1104|08567,hypothetical protein CGGC5_5384
1104|08568,udp- transferase
1104|08569,hypothetical protein CGLO_00842
1104|08570,polysaccharide deacetylase
1104|08571,c6 zinc finger domain-containing protein
1104|08572,alpha methylacyl-
1104|08573,hypothetical protein CGGC5_6822
1104|08574,efflux pump antibiotic resistance
1104|08575,hypothetical protein S40288_05786
1104|08576,transferase family protein
1104|08577,cytochrome p450
1104|08578,major facilitator superfamily transporter
1104|08579,nmra-like family protein
1104|08580,major facilitator superfamily transporter
1104|08581,hypothetical protein CGGC5_14278
1104|08582,tyrosinase central domain containing protein
1104|08583,integral membrane protein
1104|08584,hypothetical protein CGLO_11366
1104|08585,hypothetical protein CGGC5_6815
1104|08586,hypothetical protein CGLO_03604
1104|08587,short chain dehydrogenase
1104|08588,myo-inositol transporter
1104|08589,sugar transport protein 4
1104|08590,ankyrin and het domain-containing protein
1104|08591,fungal specific transcription factor
1104|08592,endonuclease iii-like protein
1104|08593,---NA---
1104|08594,---NA---
1104|08595,putative transposase
1104|08596,glycosyl hydrolase family 43
1104|08597,domain-containing protein
1104|08598,nicotinate phosphoribosyltransferase
1104|08599,polysaccharide deacetylase
1104|08600,---NA---
1104|08601,hypothetical protein CGGC5_14575
1104|08602,nadp(+)-dependent dehydrogenase
1104|08603,hco3- transporter family protein
1104|08604,gpi anchored cell wall protein
1104|08605,bnr asp-box repeat domain protein
1104|08606,peptidoglycan binding domain containing protein
1104|08607,methyltransferase type 11 domain-containing protein
1104|08608,galactosyl transferase gma12 mnn10 family protein
1104|08609,exoglucanase 1 precursor
1104|08610,arca-like protein
1104|08611,wsc domain-containing protein
1104|08612,u3 small nucleolar rna-associated protein
1104|08613,hypothetical protein CGLO_11760
1104|08614,hypothetical protein CGLO_09938
1104|08615,transglutaminase-like superfamily protein
1104|08616,high-affinity glucose
1104|08617,hypothetical protein CGGC5_14577
1104|08618,lignostilbene dioxygenase
1104|08619,nad binding rossmann fold-containing protein
1104|08620,"hypothetical protein M419DRAFT_44730, partial"
1104|08621,hypothetical protein Cob_06594
1104|08622,---NA---
1104|08623,salicylate hydroxylase
1104|08624,cyclin domain-containing protein
1104|08625,rhodanese-like domain-containing protein
1104|08626,bet v i allergen
1104|08627,duf52 domain protein
1104|08628,---NA---
1104|08629,chitin recognition protein
1104|08630,snare domain-containing protein
1104|08631,hypothetical protein CGGC5_10590
1104|08632,hypothetical protein CGLO_14015
1104|08633,duf1776 domain containing protein
1104|08634,arsenate reductase
1104|08635,ribosomal protein s5
1104|08636,hypothetical protein CGGC5_10583
1104|08637,hypothetical protein CGLO_00352
1104|08638,alcohol dehydrogenase
1104|08639,hypothetical protein CGLO_06807
1104|08640,anaphase promoting complex subunit
1104|08641,---NA---
1104|08642,hypothetical protein CGGC5_10587
1104|08643,---NA---
1104|08644,hypothetical protein CGLO_06190
1104|08645,orf21 protein
1104|08646,caspase domain-containing protein
1104|08647,---NA---
1104|08648,c6 zinc finger domain protein
1104|08649,hsp90-like protein
1104|08650,hypothetical protein CGGC5_6595
1104|08651,zinc finger ccch type domain containing protein
1104|08652,hypothetical protein CGGC5_6627
1104|08653,hypothetical protein CGGC5_11577
1104|08654,wlm domain-containing protein
1104|08655,lysophospholipase catalytic domain-containing protein
1104|08656,anth domain-containing protein
1104|08657,dihydrodipicolinate synthetase family protein
1104|08658,integral membrane mpv17 pmp22
1104|08659,thioredoxin reductase
1104|08660,hexose transporter
1104|08661,"hypothetical protein CGGC5_15337, partial"
1104|08662,cs domain-containing protein
1104|08663,---NA---
1104|08664,serine threonine protein kinase
1104|08665,hypothetical protein CGGC5_6617
1104|08666,methyltransferase domain-containing protein
1104|08667,hypothetical protein CGGC5_5263
1104|08668,hypothetical protein CGLO_04918
1104|08669,p450 monooxygenase
1104|08670,cdk-activating kinase assembly factor mat1
1104|08671,---NA---
1104|08672,phytanoyl- dioxygenase
1104|08673,phospho-2-dehydro-3-deoxyheptonate aldolase
1104|08674,---NA---
1104|08675,ankyrin repeat-containing protein
1104|08676,hypothetical protein CGLO_04576
1104|08677,hypothetical protein CGLO_06715
1104|08678,---NA---
1104|08679,udp-glucosyl transferase family protein
1104|08680,---NA---
1104|08681,hypothetical protein CGGC5_6596
1104|08682,hypothetical protein CGLO_15547
1104|08683,hypothetical protein CGGC5_6598
1104|08684,hypothetical protein CGGC5_4015
1104|08685,hypothetical protein CGGC5_4005
1104|08686,amidase protein
1104|08687,ankyrin repeat domain-containing protein 52
1104|08688,methyltransferase domain-containing protein
1104|08689,nucleolar atpase
1104|08690,garp complex subunit vps53
1104|08691,hypothetical protein CGGC5_6599
1104|08692,c2h2 transcription partial
1104|08693,trna synthetase class ii
1104|08694,hypothetical protein CGGC5_9904
1104|08695,hypothetical protein CGGC5_9906
1104|08696,hypothetical protein CGGC5_9907
1104|08697,dna polymerase pol2
1104|08698,"hypothetical protein CGGC5_9902, partial"
1104|08699,eukaryotic aspartyl protease
1104|08700,duf1713 domain-containing protein
1104|08701,glycosyl hydrolase family 31
1104|08702,hypothetical protein CGGC5_6615
1104|08703,p450 monooxygenase
1104|08704,acyl- dehydrogenase
1104|08705,gns1 sur4 family protein
1104|08706,major facilitator superfamily transporter
1104|08707,glycosyl hydrolase family 18
1104|08708,---NA---
1104|08709,---NA---
1104|08710,hypothetical protein CGGC5_9908
1104|08711,---NA---
1104|08712,---NA---
1104|08713,gnat family
1104|08714,family protein
1104|08715,beta-ketoacyl synthase
1104|08716,fungal specific transcription factor domain-containing protein
1104|08717,---NA---
1104|08718,duf1740 domain containing protein
1104|08719,leucine rich repeat domain-containing protein
1104|08720,eukaryotic translation initiation factor 6
1104|08721,hypothetical protein CGGC5_6767
1104|08722,---NA---
1104|08723,ubiquinol-cytochrome c chaperone
1104|08724,hypothetical protein CSUB01_07998
1104|08725,---NA---
1104|08726,hypothetical protein CGLO_04634
1104|08727,---NA---
1104|08728,hypothetical protein CGGC5_6748
1104|08729,hypothetical protein CGGC5_6747
1104|08730,---NA---
1104|08731,hypothetical protein CGLO_06143
1104|08732,#NAME?
1104|08733,dihydrofolate reductase
1104|08734,voltage gated chloride channel
1104|08735,hypothetical protein CGGC5_6758
1104|08736,4-aminobutyrate aminotransferase
1104|08737,---NA---
1104|08738,---NA---
1104|08739,set domain-containing protein
1104|08740,opt family small oligopeptide transporter
1104|08741,catechol -dioxygenase 1
1104|08742,nadh-ubiquinone oxidoreductase b12 subunit family protein
1104|08743,aaa family
1104|08744,caf1 family ribonuclease
1104|08745,hypothetical protein CGGC5_6779
1104|08746,hypothetical protein CGGC5_6777
1104|08747,helix-loop-helix dna-binding domain-containing protein
1104|08748,peptidase m76 family protein
1104|08749,hypothetical protein CGGC5_6789
1104|08750,hypothetical protein CGGC5_6783
1104|08751,hypothetical protein CGGC5_6776
1104|08752,rnase p and rnase mrp subunit
1104|08753,60s ribosome subunit biogenesis protein nip7
1104|08754,nuclear export protein noc3
1104|08755,hypothetical protein CGGC5_6790
1104|08756,dead deah box helicase
1104|08757,hypothetical protein CGLO_07318
1104|08758,hypothetical protein FOYG_14488
1104|08759,hypothetical protein CGLO_15642
1104|08760,stress-activated map kinase-interacting protein
1104|08761,negative regulation of gluconeogenesis
1104|08762,serine threonine-protein kinase eg2
1104|08763,ubiquitin carboxyl-terminal hydrolase
1104|08764,abc transporter transmembrane region
1104|08765,glutamate 5-kinase
1104|08766,---NA---
1104|08767,hypothetical protein CGGC5_6774
1104|08768,ydr124wp-like protein
1104|08769,---NA---
1104|08770,---NA---
1104|08771,lpxtg-motif cell wall anchor domain-containing protein
1104|08772,serine threonine-protein kinase ppk6
1104|08773,---NA---
1104|08774,pt repeat family protein
1104|08775,f-box domain-containing protein
1104|08776,hypothetical protein CGGC5_7852
1104|08777,---NA---
1104|08778,uaa transporter
1104|08779,wd repeat domain-containing protein
1104|08780,kh domain-containing protein
1104|08781,hypothetical protein CGLO_18322
1104|08782,sam-dependent methyltransferase coq5 family protein
1104|08783,hypothetical protein CGLO_06386
1104|08784,phosphoglycerate mutase
1104|08785,adenylosuccinate lyase
1104|08786,arsenical resistance protein
1104|08787,fad binding domain protein
1104|08788,rna 2 - partial
1104|08789,serine threonine protein
1104|08790,dual specificity phosphatase
1104|08791,hypothetical protein CGLO_09592
1104|08792,hypothetical protein CGGC5_13814
1104|08793,hypothetical protein FOZG_17827
1104|08794,rrna-processing protein efg1
1104|08795,hypothetical protein CGGC5_13817
1104|08796,rrna-processing protein partial
1104|08797,tbc domain-containing protein
1104|08798,hypothetical protein CGLO_09591
1104|08799,---NA---
1104|08800,wd40 domain protein beta propeller
1104|08801,hypothetical protein S40288_02348
1104|08802,wd tetratricopeptide repeat domain-containing protein
1104|08803,duf1295 domain-containing protein
1104|08804,hypothetical protein CGLO_05394
1104|08805,ph-response transcription factor
1104|08806,gpi anchored protein
1104|08807,hypothetical protein CGGC5_4531
1104|08808,tat pathway signal sequence
1104|08809,major facilitator superfamily transporter
1104|08810,---NA---
1104|08811,mfs allantoate transporter
1104|08812,---NA---
1104|08813,---NA---
1104|08814,ku70 ku80 n-terminal alpha beta domain-containing protein
1104|08815,hypothetical protein CGGC5_12935
1104|08816,---NA---
1104|08817,hypothetical protein CGGC5_4509
1104|08818,ribosomal protein l24e
1104|08819,hypothetical protein CGGC5_12937
1104|08820,flavin-binding monooxygenase
1104|08821,6-phosphogluconate dehydrogenase family protein
1104|08822,hypothetical protein CGGC5_4523
1104|08823,hypothetical protein CGLO_05390
1104|08824,6-phosphogluconolactonase
1104|08825,hypothetical protein CGGC5_12933
1104|08826,mrna splicing protein yju2
1104|08827,hypothetical protein CGGC5_12934
1104|08828,---NA---
1104|08829,hypothetical protein CGGC5_4529
1104|08830,dna topoisomerase
1104|08831,phosphoglycolate pyridoxal phosphate phosphatase
1104|08832,hypothetical protein CGLO_05385
1104|08833,domain-containing protein
1104|08834,---NA---
1104|08835,---NA---
1104|08836,heterokaryon incompatibility protein
1104|08837,hypothetical protein CGGC5_4552
1104|08838,rsc complex subunit
1104|08839,zn 2cys6 transcription factor
1104|08840,para-nitrobenzyl esterase
1104|08841,alpha beta hydrolase fold-3 domain protein
1104|08842,hypothetical protein CGLO_16416
1104|08843,btb poz fold protein
1104|08844,fungal specific transcription factor
1104|08845,swr1p complex component
1104|08846,---NA---
1104|08847,ph domain-containing protein
1104|08848,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
1104|08849,hypothetical protein CGGC5_13376
1104|08850,predicted protein
1104|08851,hypothetical protein CGGC5_4554
1104|08852,phd-finger domain-containing protein
1104|08853,dihydrouridine synthase
1104|08854,short chain dehydrogenase
1104|08855,uncharacterized protein FFUJ_14827
1104|08856,wd repeat protein
1104|08857,copper radical oxidase
1104|08858,wd repeat domain-containing protein
1104|08859,hypothetical protein CGGC5_4532
1104|08860,hypothetical protein CGGC5_13360
1104|08861,mif4g domain-containing protein
1104|08862,flap structure-specific endonuclease
1104|08863,methyltransferase domain-containing protein
1104|08864,aaa family
1104|08865,dsba-like thioredoxin domain-containing protein
1104|08866,dolichyl-phosphate mannosyltransferase polypeptide regulatory subunit
1104|08867,heterokaryon incompatibility protein
1104|08868,nucleoside-diphosphate-sugar epimerase
1104|08869,hypothetical protein CGGC5_4543
1104|08870,hypothetical protein CGGC5_13362
1104|08871,"secretory lipase, putative"
1104|08872,hypothetical protein CGGC5_4545
1104|08873,reductase
1104|08874,carbonic anhydrase
1104|08875,hypothetical protein CGGC5_4536
1104|08876,hypothetical protein CGGC5_13348
1104|08877,aspartic-type endopeptidase
1104|08878,hypothetical protein CFIO01_05694
1104|08879,snf2 family domain-containing protein
1104|08880,ethanolamine utilization protein
1104|08881,gsg2 protein kinase
1104|08882,hypothetical protein CGLO_03625
1104|08883,---NA---
1104|08884,aaa family atpase
1104|08885,short-chain dehydrogenase
1104|08886,hypothetical protein CGGC5_1050
1104|08887,---NA---
1104|08888,integral membrane protein
1104|08889,---NA---
1104|08890,phosphoric diester hydrolase-like protein
1104|08891,plasma-membrane proton-efflux p-type atpase
1104|08892,---NA---
1104|08893,hypothetical protein CGGC5_14990
1104|08894,sexual development protein
1104|08895,hsp90 co-chaperone cdc37
1104|08896,hypothetical protein OOU_Y34scaffold00663g1
1104|08897,cell wall biogenesis protein
1104|08898,f-box domain protein
1104|08899,kelch domain-containing protein
1104|08900,smc n terminal domain-containing protein
1104|08901,ste like transcription factor
1104|08902,duf1682 domain protein
1104|08903,hypothetical protein CGLO_02199
1104|08904,---NA---
1104|08905,---NA---
1104|08906,ring finger domain protein
1104|08907,autophagy related lipase
1104|08908,capsule-associated protein
1104|08909,gmp synthase
1104|08910,syf2 splicing factor
1104|08911,ribosomal protein l19
1104|08912,chy zinc finger
1104|08913,sphinganine hydroxylase
1104|08914,inositol-pentakisphosphate 2-kinase
1104|08915,alpha- sarcomeric (f-actin cross linking protein)
1104|08916,cysteine synthase
1104|08917,yeats family protein
1104|08918,enoyl- hydratase isomerase
1104|08919,hypothetical protein CGGC5_4710
1104|08920,dna-cytosine methyltransferase
1104|08921,dna repair helicase rad25
1104|08922,methylmalonate-semialdehyde dehydrogenase
1104|08923,cell surface partial
1104|08924,rna polymerase ii- paf1
1104|08925,mfs multidrug transporter
1104|08926,hypothetical protein CGGC5_1076
1104|08927,nad dependent epimerase dehydratase
1104|08928,nucleoside transporter
1104|08929,potassium ion transporter
1104|08930,patatin-like partial
1104|08931,hypothetical protein CSUB01_11500
1104|08932,cell wall anchored protein
1104|08933,mind kinetochore complex component
1104|08934,---NA---
1104|08935,hypothetical protein AN9541.2
1104|08936,mitochondrial distribution and morphology protein 34
1104|08937,fad linked oxidase
1104|08938,c6 zinc finger domain protein
1104|08939,---NA---
1104|08940,rer1 family protein
1104|08941,vps9 domain protein
1104|08942,proteasome component pre6
1104|08943,"hypothetical protein TRIVIDRAFT_24038, partial"
1104|08944,translationally-controlled tumor protein
1104|08945,---NA---
1104|08946,---NA---
1104|08947,---NA---
1104|08948,nol1 nop2 sun family protein
1104|08949,---NA---
1104|08950,nol1 nop2 sun family protein
1104|08951,nadh:ubiquinone oxidoreductase subunit
1104|08952,c6 transcription factor
1104|08953,metallopeptidase family m24
1104|08954,c6 transcription factor
1104|08955,prp18 domain-containing protein
1104|08956,hypothetical protein CH063_04235
1104|08957,legume-like lectin family protein
1104|08958,carbohydrate esterase family 9 protein
1104|08959,protein disulfide-isomerase
1104|08960,zinc carboxypeptidase
1104|08961,hypothetical protein CGGC5_1091
1104|08962,mfs alpha-glucoside transporter
1104|08963,hypothetical protein CGGC5_1116
1104|08964,yl1 nuclear protein
1104|08965,sin3 associated polypeptide p18
1104|08966,major facilitator superfamily transporter
1104|08967,26s proteasome subunit rpn7
1104|08968,ddt domain protein
1104|08969,dolichyl pyrophosphate glc1man9 c2 alpha- -glucosyltransferase
1104|08970,hypothetical protein CGLO_07721
1104|08971,hypothetical protein CGGC5_14199
1104|08972,pentatricopeptide repeat domain-containing protein
1104|08973,microbial ribonuclease
1104|08974,hypothetical protein CGGC5_1104
1104|08975,---NA---
1104|08976,metallo-beta-lactamase superfamily protein
1104|08977,integral membrane protein
1104|08978,"epoxide hydrolase, putative"
1104|08979,dna photolyase
1104|08980,hypothetical protein CGGC5_14174
1104|08981,hypothetical protein CGGC5_861
1104|08982,sugar transporter
1104|08983,hypothetical protein CFIO01_06101
1104|08984,enoyl- hydratase isomerase family
1104|08985,hypothetical protein CGGC5_14990
1104|08986,calcineurin-like phosphoesterase
1104|08987,---NA---
1104|08988,c6 zinc finger domain-containing protein
1104|08989,camp phosphodiesterase class-ii
1104|08990,wsc domain-containing protein
1104|08991,---NA---
1104|08992,vea protein
1104|08993,cellulose-binding protein
1104|08994,short-chain dehydrogenase reductase
1104|08995,anhydro-n-acetylmuramic acid kinase protein
1104|08996,alpha beta hydrolase
1104|08997,nitrilotriacetate monooxygenase component b
1104|08998,acyl- ligase
1104|08999,d-lactate dehydrogenase
1104|09000,transaldolase
1104|09001,zinc carboxypeptidase
1104|09002,c2h2 type zinc finger domain protein
1104|09003,integral membrane protein pth11-like protein
1104|09004,maltose permease mal31
1104|09005,hypothetical protein CGGC5_1123
1104|09006,btb poz domain-containing protein
1104|09007,hypothetical protein CGGC5_10332
1104|09008,heterokaryon incompatibility
1104|09009,exportin 1-like protein
1104|09010,duf2347 superfamily protein
1104|09011,"aldehyde dehydrogenase, putative"
1104|09012,gelsolin repeat protein
1104|09013,c2h2 type zinc finger domain protein
1104|09014,gmc oxidoreductase
1104|09015,rta1 like protein
1104|09016,gpi anchored serine-rich protein
1104|09017,tricarboxylate carrier
1104|09018,protein kinase
1104|09019,hypothetical protein CGGC5_10353
1104|09020,hypothetical protein CGLO_04742
1104|09021,hypothetical protein CGGC5_10363
1104|09022,hypothetical protein CGGC5_10349
1104|09023,atp synthase delta mitochondrial precursor protein
1104|09024,adp-ribosylation factor family protein
1104|09025,kinesin light
1104|09026,hypothetical protein CGGC5_10360
1104|09027,hypothetical protein CGLO_12921
1104|09028,hypothetical protein CGGC5_10354
1104|09029,hypothetical protein CGGC5_10361
1104|09030,cupin domain-containing protein
1104|09031,---NA---
1104|09032,patatin-like phospholipase
1104|09033,p protein
1104|09034,hypothetical protein CGGC5_8834
1104|09035,aminopeptidase i zinc metalloprotease
1104|09036,domain-containing protein
1104|09037,cvnh domain-containing protein
1104|09038,aldehyde dehydrogenase
1104|09039,hypothetical protein CGGC5_8829
1104|09040,adp-ribosylation factor family protein
1104|09041,aldehyde dehydrogenase
1104|09042,alcohol dehydrogenase -like domain-containing protein
1104|09043,hypothetical protein GLRG_11757
1104|09044,tpr domain-containing protein
1104|09045,hypothetical protein CGLO_10773
1104|09046,sister chromatid separation protein
1104|09047,---NA---
1104|09048,hypothetical protein V493_00662
1104|09049,hypothetical protein GLRG_11757
1104|09050,hypothetical protein CGLO_16442
1104|09051,piwi domain-containing protein
1104|09052,---NA---
1104|09053,btb poz domain-containing protein
1104|09054,"hypothetical protein CGGC5_13746, partial"
1104|09055,rna-directed rna polymerase
1104|09056,hypothetical protein CGGC5_4611
1104|09057,"hypothetical protein Cob_06435, partial"
1104|09058,ankyrin repeat-containing protein
1104|09059,"hypothetical protein CGGC5_5549, partial"
1104|09060,---NA---
1104|09061,atp-dependent dna helicase pif1
1104|09062,hypothetical protein CGLO_11008
1104|09063,hypothetical protein HIM_11313
1104|09064,eukaryotic aspartyl protease
1104|09065,brix domain-containing protein
1104|09066,hypothetical protein CGGC5_522
1104|09067,---NA---
1104|09068,---NA---
1104|09069,hypothetical protein CGLO_17014
